rental_id,rental_date,return_date,customer_lastname,store_id,rental_store_city,film_title,film_rental_duration,film_rental_rate,film_replacement_cost,film_rating,have_coherence
4552,2005-07-08 04:36:35,2005-07-14 05:48:35,MAHON,1,Lethbridge,MARRIED GO,7,2.99,22.99,G,True
4553,2005-07-08 04:43:41,2005-07-09 23:55:41,GUILLEN,2,Woodridge,INDIAN LOVE,4,0.99,26.99,NC-17,True
4554,2005-07-08 04:48:03,2005-07-16 04:34:03,GAITHER,1,Lethbridge,STONE FIRE,3,0.99,19.99,G,True
4555,2005-07-08 04:48:36,2005-07-17 07:57:36,PETERSON,1,Lethbridge,GRIT CLOCKWORK,3,0.99,21.99,PG,True
4556,2005-07-08 04:48:41,2005-07-16 08:51:41,QUINTANILLA,2,Woodridge,TITANIC BOONDOCK,3,4.99,20.99,R,True
4557,2005-07-08 04:49:15,2005-07-14 00:00:15,CRAWFORD,1,Lethbridge,DYING MAKER,5,4.99,28.99,PG,True
4558,2005-07-08 04:55:26,2005-07-09 10:53:26,BETANCOURT,2,Woodridge,CONTACT ANONYMOUS,7,2.99,20.99,PG-13,True
4559,2005-07-08 04:56:49,2005-07-12 08:56:49,SPURLOCK,1,Lethbridge,HIGHBALL POTTER,6,0.99,10.99,R,True
4560,2005-07-08 04:58:48,2005-07-10 04:27:48,ADAMS,2,Woodridge,BETRAYED REAR,5,4.99,26.99,NC-17,True
4561,2005-07-08 05:02:43,2005-07-11 04:56:43,KINDER,2,Woodridge,GILMORE BOILED,5,0.99,29.99,R,True
4562,2005-07-08 05:08:32,2005-07-12 08:16:32,GRESHAM,1,Lethbridge,DAWN POND,4,4.99,27.99,PG,True
4563,2005-07-08 05:08:55,2005-07-16 05:44:55,HAVENS,2,Woodridge,BEHAVIOR RUNAWAY,3,4.99,20.99,PG,True
4564,2005-07-08 05:09:38,2005-07-11 05:37:38,DELUCA,2,Woodridge,MAGIC MALLRATS,3,0.99,19.99,PG,True
4565,2005-07-08 05:12:28,2005-07-17 03:38:28,PREWITT,2,Woodridge,SORORITY QUEEN,6,0.99,20.99,NC-17,True
4566,2005-07-08 05:18:50,2005-07-15 01:53:50,HENRY,2,Woodridge,VARSITY TRIP,7,2.99,14.99,NC-17,True
4567,2005-07-08 05:20:04,2005-07-10 01:35:04,GUTIERREZ,1,Lethbridge,THIN SAGEBRUSH,5,4.99,9.99,PG-13,True
4568,2005-07-08 05:23:59,2005-07-09 06:07:59,MURRAY,2,Woodridge,MIDSUMMER GROUNDHOG,3,4.99,27.99,G,True
4569,2005-07-08 05:30:51,2005-07-14 04:14:51,HUEY,2,Woodridge,ORIENT CLOSER,3,2.99,22.99,R,True
4570,2005-07-08 05:33:59,2005-07-14 09:27:59,BARCLAY,1,Lethbridge,MICROCOSMOS PARADISE,6,2.99,22.99,PG-13,True
4571,2005-07-08 05:34:41,2005-07-17 02:15:41,LONG,2,Woodridge,LOLA AGENT,4,4.99,24.99,PG,True
4572,2005-07-08 05:36:59,2005-07-12 04:46:59,MAHAN,2,Woodridge,EXCITEMENT EVE,3,0.99,20.99,G,True
4573,2005-07-08 05:38:46,2005-07-15 07:07:46,HARDISON,1,Lethbridge,MADIGAN DORADO,5,4.99,20.99,R,True
4574,2005-07-08 05:39:42,2005-07-08 23:44:42,DOUGLAS,2,Woodridge,CANDLES GRAPES,6,4.99,15.99,NC-17,True
4575,2005-07-08 05:49:14,2005-07-11 04:08:14,MITCHELL,2,Woodridge,BALLOON HOMEWARD,5,2.99,20.99,NC-17,True
4576,2005-07-08 05:51:19,2005-07-10 11:36:19,MCADAMS,1,Lethbridge,HILLS NEIGHBORS,5,0.99,29.99,PG-13,True
4577,2005-07-08 05:59:00,2005-07-16 06:23:00,BUSTAMANTE,1,Lethbridge,GONE TROUBLE,7,2.99,20.99,R,True
4578,2005-07-08 06:00:17,2005-07-10 06:58:17,SLEDGE,1,Lethbridge,FREEDOM CLEOPATRA,5,0.99,23.99,PG-13,True
4579,2005-07-08 06:01:56,2005-07-13 11:24:56,SWAFFORD,2,Woodridge,VANILLA DAY,7,4.99,20.99,NC-17,True
4580,2005-07-08 06:04:23,2005-07-15 05:42:23,FRANKLIN,2,Woodridge,SCARFACE BANG,3,4.99,11.99,PG-13,True
4581,2005-07-08 06:05:06,2005-07-16 00:54:06,ARSENAULT,1,Lethbridge,CRUSADE HONEY,4,2.99,27.99,R,True
4582,2005-07-08 06:09:09,2005-07-14 02:23:09,JENNINGS,2,Woodridge,CIDER DESIRE,7,2.99,20.99,PG,True
4583,2005-07-08 06:09:44,2005-07-12 03:44:44,SCHWARZ,2,Woodridge,TRACY CIDER,3,0.99,29.99,G,True
4584,2005-07-08 06:11:02,2005-07-11 05:14:02,ARCE,1,Lethbridge,KWAI HOMEWARD,5,0.99,25.99,PG-13,True
4585,2005-07-08 06:11:58,2005-07-17 01:58:58,GORDON,1,Lethbridge,GHOST GROUNDHOG,6,4.99,18.99,G,True
4586,2005-07-08 06:12:33,2005-07-13 11:06:33,BLAKELY,2,Woodridge,FANTASIA PARK,5,2.99,29.99,G,True
4587,2005-07-08 06:16:26,2005-07-13 00:59:26,RICHARDSON,1,Lethbridge,SCALAWAG DUCK,6,4.99,13.99,NC-17,True
4588,2005-07-08 06:18:01,2005-07-10 08:59:01,KELLEY,2,Woodridge,SHREK LICENSE,7,2.99,15.99,PG-13,True
4589,2005-07-08 06:26:04,2005-07-09 10:31:04,DIAZ,1,Woodridge,DYNAMITE TARZAN,4,0.99,27.99,PG-13,True
4590,2005-07-08 06:27:48,2005-07-14 07:46:48,GREY,2,Woodridge,UNBREAKABLE KARATE,3,0.99,20.99,PG-13,True
4591,2005-07-08 06:29:43,2005-07-17 07:20:43,LANE,1,Lethbridge,JUNGLE CLOSER,6,0.99,11.99,NC-17,True
4592,2005-07-08 06:31:28,2005-07-10 06:08:28,LYNCH,1,Lethbridge,INSTINCT AIRPORT,4,2.99,21.99,PG,True
4593,2005-07-08 06:38:12,2005-07-16 10:48:12,HERZOG,1,Lethbridge,OPEN AFRICAN,7,4.99,16.99,PG,True
4594,2005-07-08 06:40:06,2005-07-16 05:51:06,SEWARD,1,Lethbridge,AGENT TRUMAN,3,2.99,17.99,PG,True
4595,2005-07-08 06:40:25,2005-07-14 08:54:25,MARK,1,Lethbridge,COLOR PHILADELPHIA,6,2.99,19.99,G,True
4596,2005-07-08 06:41:25,2005-07-14 01:36:25,KOWALSKI,2,Woodridge,KANE EXORCIST,5,0.99,18.99,R,True
4597,2005-07-08 06:43:42,2005-07-13 01:32:42,NOLAND,2,Woodridge,SPARTACUS CHEAPER,4,4.99,19.99,NC-17,True
4598,2005-07-08 06:46:26,2005-07-16 01:21:26,COLEMAN,2,Woodridge,BASIC EASY,4,2.99,18.99,PG-13,True
4599,2005-07-08 06:48:26,2005-07-11 07:06:26,FULTZ,1,Lethbridge,IMPOSSIBLE PREJUDICE,7,4.99,11.99,NC-17,True
4600,2005-07-08 06:48:37,2005-07-15 10:11:37,GAVIN,1,Lethbridge,FREDDY STORM,6,4.99,21.99,NC-17,True
4601,2005-07-08 06:49:10,2005-07-09 07:43:10,BURLESON,2,Woodridge,PRINCESS GIANT,3,2.99,20.99,NC-17,True
4602,2005-07-08 06:52:40,2005-07-10 06:30:40,PORTER,1,Lethbridge,SHOOTIST SUPERFLY,6,0.99,22.99,PG-13,True
4603,2005-07-08 06:57:07,2005-07-17 04:32:07,MCWHORTER,1,Lethbridge,COLDBLOODED DARLING,7,4.99,27.99,G,True
4604,2005-07-08 06:58:43,2005-07-14 06:41:43,YANEZ,1,Lethbridge,UNBREAKABLE KARATE,3,0.99,16.99,G,True
4605,2005-07-08 07:00:14,2005-07-16 08:38:14,GUAJARDO,2,Woodridge,DREAM PICKUP,6,2.99,18.99,PG,True
4606,2005-07-08 07:05:50,2005-07-16 09:11:50,CORNWELL,1,Lethbridge,HOLOCAUST HIGHBALL,6,0.99,12.99,PG-13,True
4607,2005-07-08 07:15:14,2005-07-11 01:32:14,OBRIEN,1,Lethbridge,DYNAMITE TARZAN,4,0.99,27.99,PG-13,True
4608,2005-07-08 07:19:11,2005-07-11 01:37:11,ANDERSON,1,Lethbridge,COLOR PHILADELPHIA,6,2.99,19.99,G,True
4609,2005-07-08 07:22:29,2005-07-10 08:06:29,BOX,1,Lethbridge,SMOKING BARBARELLA,7,0.99,13.99,PG-13,True
4610,2005-07-08 07:28:05,2005-07-14 02:10:05,TERRY,1,Lethbridge,ENDING CROWDS,6,0.99,10.99,NC-17,True
4611,2005-07-08 07:33:56,2005-07-12 13:25:56,SMITH,1,Lethbridge,SATURDAY LAMBS,3,4.99,28.99,G,True
4612,2005-07-08 07:40:44,2005-07-12 03:48:44,POULIN,1,Lethbridge,ALONE TRIP,3,0.99,14.99,R,True
4613,2005-07-08 07:44:49,2005-07-09 04:47:49,WOFFORD,1,Lethbridge,BULL SHAWSHANK,6,0.99,21.99,NC-17,True
4614,2005-07-08 07:45:17,2005-07-12 02:10:17,JAMES,1,Lethbridge,MATRIX SNOWMAN,6,4.99,9.99,PG-13,True
4615,2005-07-08 07:46:53,2005-07-16 12:43:53,SCROGGINS,1,Lethbridge,EAGLES PANKY,4,4.99,14.99,NC-17,True
4616,2005-07-08 07:48:12,2005-07-10 08:13:12,BARRETT,1,Lethbridge,MATRIX SNOWMAN,6,4.99,9.99,PG-13,True
4617,2005-07-08 07:55:08,2005-07-17 02:49:08,CHESTNUT,2,Woodridge,SPIKING ELEMENT,7,2.99,12.99,G,True
4618,2005-07-08 08:00:20,2005-07-14 05:59:20,HART,1,Lethbridge,SLEUTH ORIENT,4,0.99,25.99,NC-17,True
4619,2005-07-08 08:01:09,2005-07-16 05:52:09,LARUE,2,Woodridge,INNOCENT USUAL,3,4.99,26.99,PG-13,True
4620,2005-07-08 08:01:44,2005-07-16 07:43:44,OLIVER,1,Lethbridge,SAMURAI LION,5,2.99,21.99,G,True
4621,2005-07-08 08:02:18,2005-07-12 08:53:18,RHODES,2,Woodridge,GANGS PRIDE,4,2.99,20.99,PG-13,True
4622,2005-07-08 08:02:42,2005-07-10 07:46:42,RODRIQUEZ,1,Lethbridge,MOON BUNCH,7,0.99,20.99,PG,True
4623,2005-07-08 08:03:22,2005-07-12 09:11:22,MCALISTER,1,Lethbridge,TRANSLATION SUMMER,4,0.99,10.99,PG-13,True
4624,2005-07-08 08:12:17,2005-07-15 12:24:17,MENARD,2,Woodridge,FROGMEN BREAKING,5,0.99,17.99,PG-13,True
4625,2005-07-08 08:14:26,2005-07-09 03:45:26,OLIVARES,2,Woodridge,BILKO ANONYMOUS,3,4.99,25.99,PG-13,True
4626,2005-07-08 08:18:21,2005-07-10 11:36:21,SOTO,2,Woodridge,AIRPORT POLLOCK,6,4.99,15.99,R,True
4627,2005-07-08 08:24:39,2005-07-13 11:04:39,WOOD,1,Woodridge,LICENSE WEEKEND,7,2.99,28.99,PG-13,True
4628,2005-07-08 08:25:52,2005-07-10 11:22:52,ASHER,1,Lethbridge,HEAVYWEIGHTS BEAST,6,4.99,25.99,G,True
4629,2005-07-08 08:31:26,2005-07-17 12:07:26,PREWITT,1,Lethbridge,BALLOON HOMEWARD,5,2.99,10.99,NC-17,True
4630,2005-07-08 08:33:38,2005-07-09 13:09:38,WEINER,2,Woodridge,SABRINA MIDNIGHT,5,4.99,11.99,PG-13,True
4631,2005-07-08 08:38:22,2005-07-11 03:33:22,MURPHY,2,Woodridge,BUCKET BROTHERHOOD,7,4.99,27.99,PG,True
4632,2005-07-08 08:38:57,2005-07-15 09:33:57,CAUSEY,2,Woodridge,VIRGIN DAISY,6,4.99,29.99,PG-13,True
4633,2005-07-08 08:39:39,2005-07-15 10:23:39,QUINTANILLA,2,Woodridge,PRIMARY GLASS,7,0.99,16.99,G,True
4634,2005-07-08 08:40:02,2005-07-12 04:45:02,BARNETT,2,Woodridge,CONGENIALITY QUEST,6,0.99,20.99,PG-13,True
4635,2005-07-08 08:42:40,2005-07-14 10:31:40,HOWARD,2,Woodridge,LOSE INCH,3,0.99,18.99,R,True
4636,2005-07-08 08:44:32,2005-07-10 08:59:32,STANLEY,2,Woodridge,HAUNTED ANTITRUST,6,4.99,13.99,NC-17,True
4637,2005-07-08 08:49:54,2005-07-11 13:12:54,HOPKINS,1,Lethbridge,HILLS NEIGHBORS,5,0.99,29.99,G,True
4638,2005-07-08 08:57:20,2005-07-10 05:08:20,MCCRARY,2,Woodridge,JERK PAYCHECK,3,2.99,13.99,NC-17,True
4639,2005-07-08 08:57:21,2005-07-14 11:22:21,SANDERS,2,Woodridge,LOVER TRUMAN,3,2.99,29.99,G,True
4640,2005-07-08 08:59:34,2005-07-15 03:31:34,SEWARD,2,Woodridge,DRIFTER COMMANDMENTS,5,4.99,18.99,PG-13,True
4641,2005-07-08 09:09:46,2005-07-17 03:54:46,HALL,2,Woodridge,LOSE INCH,3,0.99,18.99,R,True
4642,2005-07-08 09:13:28,2005-07-10 06:17:28,KING,1,Lethbridge,HOMICIDE PEACH,6,2.99,21.99,PG-13,True
4643,2005-07-08 09:13:56,2005-07-10 12:09:56,QUIGLEY,1,Lethbridge,BANGER PINOCCHIO,5,0.99,15.99,R,True
4644,2005-07-08 09:14:29,2005-07-10 07:20:29,GONZALEZ,2,Woodridge,RAGING AIRPLANE,4,4.99,20.99,R,True
4645,2005-07-08 09:20:09,2005-07-09 06:07:09,HARDISON,2,Woodridge,CIDER DESIRE,7,2.99,9.99,PG,True
4646,2005-07-08 09:23:26,2005-07-16 04:03:26,BARFIELD,2,Woodridge,CHAMPION FLATLINERS,4,4.99,20.99,PG,True
4647,2005-07-08 09:27:36,2005-07-16 14:56:36,RINEHART,1,Lethbridge,CHOCOLAT HARRY,5,0.99,16.99,NC-17,True
4648,2005-07-08 09:31:27,2005-07-13 03:55:27,HIDALGO,2,Woodridge,SATURDAY LAMBS,3,4.99,28.99,G,True
4649,2005-07-08 09:32:05,2005-07-15 08:37:05,MORRISON,2,Woodridge,DOWNHILL ENOUGH,3,0.99,20.99,G,True
4650,2005-07-08 09:32:08,2005-07-15 15:20:08,COLE,1,Lethbridge,NONE SPIKING,3,0.99,18.99,PG-13,True
4651,2005-07-08 09:39:39,2005-07-09 12:14:39,GAFFNEY,1,Lethbridge,THEORY MERMAID,5,0.99,9.99,PG-13,True
4652,2005-07-08 09:47:51,2005-07-16 04:09:51,STEVENS,1,Lethbridge,TROOPERS METAL,3,0.99,20.99,R,True
4653,2005-07-08 09:48:01,2005-07-17 05:18:01,SCROGGINS,2,Woodridge,MAJESTIC FLOATS,5,0.99,15.99,PG,True
4654,2005-07-08 09:48:03,2005-07-17 13:17:03,TOMLIN,1,Lethbridge,TRUMAN CRAZY,7,4.99,9.99,G,True
4655,2005-07-08 09:49:22,2005-07-15 13:08:22,WILLIAMSON,1,Lethbridge,TIES HUNGER,3,4.99,28.99,R,True
4656,2005-07-08 09:50:10,2005-07-13 15:00:10,REYES,2,Woodridge,CONVERSATION DOWNHILL,4,4.99,14.99,R,True
4657,2005-07-08 09:51:02,2005-07-09 09:29:02,ROGERS,1,Lethbridge,DESPERATE TRAINSPOTTING,7,4.99,29.99,G,True
4658,2005-07-08 09:51:11,2005-07-10 12:30:11,PAYNE,2,Woodridge,POLISH BROOKLYN,6,0.99,12.99,PG,True
4659,2005-07-08 09:53:28,2005-07-14 14:56:28,SIKES,2,Woodridge,WARDROBE PHANTOM,6,2.99,20.99,G,True
4660,2005-07-08 09:54:47,2005-07-11 15:19:47,DIXON,1,Lethbridge,EARRING INSTINCT,3,0.99,22.99,R,True
4661,2005-07-08 09:55:06,2005-07-11 08:26:06,HARDER,1,Lethbridge,MINDS TRUMAN,3,4.99,22.99,PG-13,True
4662,2005-07-08 09:58:54,2005-07-10 12:51:54,PITT,2,Woodridge,FAMILY SWEET,4,0.99,24.99,R,True
4663,2005-07-08 09:59:18,2005-07-10 11:25:18,DIXON,1,Lethbridge,OZ LIAISONS,4,2.99,14.99,R,True
4664,2005-07-08 10:01:28,2005-07-12 10:37:28,KNOTT,1,Lethbridge,EVOLUTION ALTER,5,0.99,10.99,PG-13,True
4665,2005-07-08 10:04:24,2005-07-14 15:13:24,WALLACE,2,Woodridge,CASSIDY WYOMING,5,2.99,19.99,NC-17,True
4666,2005-07-08 10:05:02,2005-07-16 07:28:02,ORTIZ,1,Lethbridge,ZORRO ARK,3,4.99,18.99,NC-17,True
4667,2005-07-08 10:06:26,2005-07-14 04:48:26,TOBIAS,2,Woodridge,ROBBERS JOON,7,2.99,26.99,PG-13,True
4668,2005-07-08 10:11:45,2005-07-17 13:01:45,DEVORE,1,Lethbridge,SUNRISE LEAGUE,3,4.99,19.99,PG-13,True
4669,2005-07-08 10:13:08,2005-07-16 07:52:08,WOFFORD,1,Lethbridge,SATURN NAME,7,4.99,18.99,R,True
4670,2005-07-08 10:14:18,2005-07-16 15:10:18,NICHOLS,1,Lethbridge,RIDGEMONT SUBMARINE,3,0.99,28.99,PG-13,True
4671,2005-07-08 10:15:32,2005-07-14 08:19:32,REED,1,Lethbridge,INSTINCT AIRPORT,4,2.99,21.99,PG,True
4672,2005-07-08 10:15:38,2005-07-16 05:06:38,GARCIA,2,Woodridge,HILLS NEIGHBORS,5,0.99,29.99,G,True
4673,2005-07-08 10:16:00,2005-07-17 10:03:00,BUTLER,1,Lethbridge,MYSTIC TRUMAN,5,0.99,19.99,NC-17,True
4674,2005-07-08 10:19:28,2005-07-12 12:54:28,WAGGONER,2,Woodridge,GENTLEMEN STAGE,6,2.99,22.99,NC-17,True
4675,2005-07-08 10:24:22,2005-07-14 11:09:22,BRINSON,2,Woodridge,ESCAPE METROPOLIS,7,2.99,20.99,R,True
4676,2005-07-08 10:26:02,2005-07-10 13:38:02,SILVERMAN,2,Woodridge,MEMENTO ZOOLANDER,4,4.99,11.99,NC-17,True
4677,2005-07-08 10:30:36,2005-07-14 12:40:36,FLEMING,1,Lethbridge,EDGE KISSING,5,4.99,9.99,NC-17,True
4678,2005-07-08 10:30:40,2005-07-13 11:08:40,HOWELL,2,Woodridge,BANGER PINOCCHIO,5,0.99,15.99,R,True
4679,2005-07-08 10:33:14,2005-07-15 14:30:14,CASILLAS,1,Lethbridge,SHOCK CABIN,7,2.99,15.99,PG-13,True
4680,2005-07-08 10:35:28,2005-07-14 08:42:28,BURTON,1,Lethbridge,TELEMARK HEARTBREAKERS,6,2.99,9.99,PG-13,True
4681,2005-07-08 10:36:03,2005-07-16 09:21:03,HENRY,2,Woodridge,DEVIL DESIRE,6,4.99,20.99,R,True
4682,2005-07-08 10:38:27,2005-07-11 06:29:27,HOPKINS,1,Lethbridge,CROSSROADS CASUALTIES,5,2.99,20.99,G,True
4683,2005-07-08 10:38:28,2005-07-09 12:07:28,SUTTON,2,Woodridge,SALUTE APOLLO,4,2.99,29.99,R,True
4684,2005-07-08 10:41:06,2005-07-17 10:35:06,SWAFFORD,1,Lethbridge,CALENDAR GUNFIGHT,4,4.99,22.99,NC-17,True
4685,2005-07-08 10:45:13,2005-07-12 08:29:13,HANNON,1,Lethbridge,CENTER DINOSAUR,5,4.99,12.99,PG,True
4686,2005-07-08 10:53:39,2005-07-10 05:34:39,FULLER,1,Lethbridge,FEATHERS METAL,3,0.99,12.99,PG-13,True
4687,2005-07-08 10:54:19,2005-07-10 08:00:19,MATTHEWS,1,Lethbridge,DRIVING POLISH,6,4.99,21.99,NC-17,True
4688,2005-07-08 11:03:29,2005-07-17 15:41:29,ROSS,1,Lethbridge,SHAKESPEARE SADDLE,6,2.99,26.99,PG-13,True
4689,2005-07-08 11:03:47,2005-07-16 06:07:47,VARNEY,1,Lethbridge,MALKOVICH PET,6,2.99,22.99,G,True
4690,2005-07-08 11:04:02,2005-07-15 10:27:02,COX,2,Woodridge,RESURRECTION SILVERADO,6,0.99,12.99,PG,True
4691,2005-07-08 11:04:53,2005-07-09 07:48:53,SIMPSON,2,Woodridge,CELEBRITY HORN,7,0.99,24.99,PG-13,True
4692,2005-07-08 11:07:06,2005-07-09 14:08:06,CRAIG,2,Woodridge,FLYING HOOK,6,2.99,18.99,PG-13,True
4693,2005-07-08 11:07:36,2005-07-14 08:40:36,MORRISON,2,Woodridge,GOODFELLAS SALUTE,4,4.99,22.99,PG,True
4694,2005-07-08 11:07:37,2005-07-12 06:53:37,NGUYEN,1,Lethbridge,SIDE ARK,5,0.99,28.99,G,True
4695,2005-07-08 11:07:59,2005-07-17 16:35:59,NELSON,2,Woodridge,CONFUSED CANDLES,3,2.99,27.99,PG-13,True
4696,2005-07-08 11:12:27,2005-07-14 05:41:27,SPURLOCK,1,Lethbridge,FALCON VOLUME,5,4.99,21.99,PG-13,True
4697,2005-07-08 11:19:14,2005-07-12 07:14:14,GARZA,2,Woodridge,TOWN ARK,6,2.99,17.99,R,True
4698,2005-07-08 11:19:31,2005-07-13 13:45:31,CROMWELL,1,Lethbridge,SUNDANCE INVASION,5,0.99,21.99,PG-13,True
4699,2005-07-08 11:36:56,2005-07-14 11:35:56,QUINTANILLA,2,Woodridge,LOVERBOY ATTACKS,7,0.99,19.99,PG-13,True
4700,2005-07-08 11:37:21,2005-07-12 15:41:21,BAUGH,1,Lethbridge,STORY SIDE,7,0.99,27.99,R,True
4701,2005-07-08 11:38:48,2005-07-13 15:59:48,HAVENS,1,Lethbridge,PAST SUICIDES,5,4.99,17.99,PG-13,True
4702,2005-07-08 11:41:36,2005-07-10 06:55:36,COOK,1,Lethbridge,MERMAID INSECTS,5,4.99,20.99,NC-17,True
4703,2005-07-08 11:44:56,2005-07-13 09:17:56,NOLEN,2,Woodridge,NOON PAPI,5,2.99,12.99,G,True
4704,2005-07-08 11:45:35,2005-07-10 09:46:35,YOUNG,2,Woodridge,KICK SAVANNAH,3,0.99,10.99,PG-13,True
4705,2005-07-08 11:50:38,2005-07-12 15:58:38,POWELL,1,Lethbridge,SMILE EARRING,4,2.99,29.99,G,True
4706,2005-07-08 11:51:41,2005-07-17 12:58:41,BRINSON,2,Woodridge,MAJESTIC FLOATS,5,0.99,20.99,PG,True
4707,2005-07-08 11:57:28,2005-07-10 17:47:28,LUCAS,2,Woodridge,ALADDIN CALENDAR,6,4.99,24.99,NC-17,True
4708,2005-07-08 11:59:19,2005-07-17 07:11:19,RICHARDS,1,Lethbridge,RANGE MOONWALKER,3,4.99,25.99,PG,True
4709,2005-07-08 12:04:34,2005-07-15 06:48:34,WELLS,1,Lethbridge,SUNDANCE INVASION,5,0.99,21.99,NC-17,True
4710,2005-07-08 12:04:53,2005-07-13 11:28:53,HANNON,1,Lethbridge,BAREFOOT MANCHURIAN,6,2.99,15.99,G,True
4711,2005-07-08 12:06:58,2005-07-12 08:37:58,PREWITT,2,Woodridge,LABYRINTH LEAGUE,6,2.99,24.99,PG-13,True
4712,2005-07-08 12:10:50,2005-07-17 14:54:50,NELSON,2,Woodridge,LESSON CLEOPATRA,3,0.99,28.99,NC-17,True
4713,2005-07-08 12:12:33,2005-07-16 17:13:33,CASTILLO,1,Lethbridge,FEATHERS METAL,3,0.99,12.99,PG-13,True
4714,2005-07-08 12:12:48,2005-07-17 08:43:48,HOLM,1,Lethbridge,HOLES BRANNIGAN,7,4.99,27.99,PG,True
4715,2005-07-08 12:15:37,2005-07-10 10:37:37,GRAVES,1,Lethbridge,SWEETHEARTS SUSPECTS,3,0.99,13.99,PG-13,True
4716,2005-07-08 12:18:51,2005-07-11 11:06:51,GAMEZ,1,Lethbridge,HOBBIT ALIEN,5,0.99,27.99,PG-13,True
4717,2005-07-08 12:22:43,2005-07-11 10:24:43,MARTEL,1,Lethbridge,FOOL MOCKINGBIRD,3,4.99,24.99,PG,True
4718,2005-07-08 12:32:08,2005-07-17 17:34:08,ELROD,1,Lethbridge,GLEAMING JAWBREAKER,5,2.99,25.99,NC-17,True
4719,2005-07-08 12:33:00,2005-07-15 12:30:00,GRUBER,1,Lethbridge,EVOLUTION ALTER,5,0.99,10.99,PG-13,True
4720,2005-07-08 12:34:34,2005-07-09 10:28:34,MILNER,1,Lethbridge,MOCKINGBIRD HOLLYWOOD,4,0.99,27.99,PG,True
4721,2005-07-08 12:39:31,2005-07-15 18:07:31,FULLER,1,Lethbridge,PITTSBURGH HUNCHBACK,4,4.99,17.99,PG-13,True
4722,2005-07-08 12:42:27,2005-07-09 09:14:27,HANNON,1,Woodridge,SOLDIERS EVOLUTION,7,4.99,27.99,R,True
4723,2005-07-08 12:44:59,2005-07-17 07:22:59,TURNER,1,Lethbridge,DAWN POND,4,4.99,27.99,PG,True
4724,2005-07-08 12:46:30,2005-07-14 12:39:30,GARCIA,2,Woodridge,ROLLERCOASTER BRINGING,5,2.99,13.99,PG-13,True
4725,2005-07-08 12:47:11,2005-07-15 09:08:11,WILLIAMS,1,Lethbridge,ICE CROSSING,5,2.99,28.99,R,True
4726,2005-07-08 12:50:54,2005-07-17 07:09:54,SHAW,1,Lethbridge,WAIT CIDER,3,0.99,9.99,PG-13,True
4727,2005-07-08 12:54:15,2005-07-17 14:32:15,NELSON,1,Lethbridge,ELEMENT FREDDY,6,4.99,28.99,NC-17,True
4728,2005-07-08 12:59:01,2005-07-13 13:00:01,SHERROD,2,Woodridge,SLEEPY JAPANESE,4,2.99,25.99,PG,True
4729,2005-07-08 12:59:40,2005-07-10 13:35:40,CARR,1,Lethbridge,FIDELITY DEVIL,5,4.99,11.99,PG-13,True
4730,2005-07-08 12:59:49,2005-07-14 16:15:49,SIMPSON,2,Woodridge,GENTLEMEN STAGE,6,2.99,22.99,NC-17,True
4731,2005-07-08 13:08:18,2005-07-09 13:16:18,LARSON,2,Woodridge,TOOTSIE PILOT,3,0.99,10.99,PG,True
4732,2005-07-08 13:09:45,2005-07-14 10:10:45,SLONE,2,Woodridge,BEVERLY OUTLAW,3,2.99,21.99,R,True
4733,2005-07-08 13:12:07,2005-07-13 07:34:07,FOSTER,1,Lethbridge,JEOPARDY ENCINO,3,0.99,12.99,PG-13,True
4734,2005-07-08 13:12:12,2005-07-10 09:01:12,KNOTT,2,Woodridge,HOBBIT ALIEN,5,0.99,27.99,PG-13,True
4735,2005-07-08 13:12:27,2005-07-13 10:06:27,BOUDREAU,1,Lethbridge,VIETNAM SMOOCHY,7,0.99,27.99,PG-13,True
4736,2005-07-08 13:22:55,2005-07-17 07:27:55,BARNES,2,Woodridge,PARTY KNOCK,7,2.99,20.99,PG,True
4737,2005-07-08 13:23:53,2005-07-12 18:49:53,GIBSON,1,Lethbridge,VAMPIRE WHALE,4,4.99,11.99,NC-17,True
4738,2005-07-08 13:24:58,2005-07-17 17:44:58,WRIGHT,2,Woodridge,HUNCHBACK IMPOSSIBLE,4,4.99,28.99,PG-13,True
4739,2005-07-08 13:25:57,2005-07-11 17:36:57,PETERS,1,Lethbridge,ANTHEM LUKE,5,4.99,16.99,PG-13,True
4740,2005-07-08 13:30:35,2005-07-14 18:43:35,COUGHLIN,1,Lethbridge,MASK PEACH,6,2.99,26.99,NC-17,True
4741,2005-07-08 13:31:23,2005-07-17 12:02:23,VARGAS,2,Woodridge,CAMELOT VACATION,3,0.99,26.99,NC-17,True
4742,2005-07-08 13:35:23,2005-07-11 10:24:23,NEWSOM,2,Woodridge,PATIENT SISTER,7,0.99,29.99,PG-13,True
4743,2005-07-08 13:42:36,2005-07-11 18:54:36,ELROD,2,Woodridge,ALLEY EVOLUTION,6,2.99,23.99,NC-17,True
4744,2005-07-08 13:43:57,2005-07-12 09:21:57,RHOADS,1,Lethbridge,OUTFIELD MASSACRE,4,0.99,18.99,NC-17,True
4745,2005-07-08 13:45:09,2005-07-12 18:54:09,NGO,2,Woodridge,EYES DRIVING,4,2.99,20.99,PG-13,True
4746,2005-07-08 13:47:55,2005-07-11 09:06:55,HUNT,2,Woodridge,ARIZONA BANG,3,2.99,28.99,PG-13,True
